page,row_num,dept,policy,unit,detail,label,item,calc,basis,budget,prev,diff,indent
831,47,,,,,,,,,"군             64,712",,,6
831,48,,,,,,,본예산,,"110,344","191,495","△81,151",6
831,49,,,,,,,,,"국             45,632",,,6
831,50,,,,,,,,,"군             64,712",,,6
832,10,,,,,,,○기본급,"82,560원*26일*10월","21,466",,,6
832,11,,,,,,,,,"국              8,586",,,6
832,12,,,,,,,,,"군             12,880",,,6
832,13,,,,,,,"○주휴, 연차수당","82,560원*80일","6,605",,,6
832,14,,,,,,,,,"국              2,642",,,6
832,15,,,,,,,,,"군              3,963",,,6
832,16,,,,,,,○급식비,"140,000원*10월","1,400",,,6
832,17,,,,,,,,,국                560,,,6
832,18,,,,,,,,,군                840,,,6
832,19,,,,,,,○명절휴가비,"100,000원*2회",200,,,6
832,20,,,,,,,,,국                 80,,,6
832,21,,,,,,,,,군                120,,,6
832,22,,,,,,,○제보험,"23,520,000원*11.6%","2,729",,,6
832,23,,,,,,,,,"국              1,092",,,6
832,24,,,,,,,,,"군              1,637",,,6
832,25,,,,,,,◎영농부산물 파쇄 작업 인부임,"150,000원*35회*12명","63,000",,,6
832,26,,,,,,,,,"국             25,200",,,6
832,27,,,,,,,,,"군             37,800",,,6
832,28,,,,,,,◎병해충 예찰방제단 운영 인부임,"82,560원*1명*181회","14,944",,,6
832,29,,,,,,,,,"국              7,472",,,6
832,30,,,,,,,,,"군              7,472",,,6
832,31,,,,,,201 일반운영비,,,"9,600","18,505","△8,905",5
832,32,,,,,,,,,"국              3,840",,,6
832,33,,,,,,,,,"군              5,760",,,6
832,34,,,,,,,01 사무관리비,,"1,000","7,000","△6,000",6
832,35,,,,,,,,,국                400,,,6
832,36,,,,,,,,,군                600,,,6
832,37,,,,,,,본예산,,"1,000","7,000","△6,000",6
832,38,,,,,,,,,국                400,,,6
832,39,,,,,,,,,군                600,,,6
832,40,,,,,,,◎영농부산물 파쇄작업 안전용품 구입비,"100,000원*10종","1,000",,,6
832,41,,,,,,,,,국                400,,,6
832,42,,,,,,,,,군                600,,,6
832,43,,,,,,,02 공공운영비,,"8,600","11,505","△2,905",6
832,44,,,,,,,,,"국              3,440",,,6
832,45,,,,,,,,,"군              5,160",,,6
832,46,,,,,,,본예산,,"8,600","11,505","△2,905",6
832,47,,,,,,,,,"국              3,440",,,6
832,48,,,,,,,,,"군              5,160",,,6
832,49,,,,,,,◎영농부산물 파쇄지원단 운영,"8,600,000원","8,600",,,6
833,10,,,,,,,,,"군              5,160",,,6
833,11,,,,,,206 재료비,,,"32,056","47,000","△14,944",5
833,12,,,,,,,,,"국             16,028",,,6
833,13,,,,,,,,,"군             16,028",,,6
833,14,,,,,,,01 재료비,,"32,056","47,000","△14,944",6
833,15,,,,,,,,,"국             16,028",,,6
833,16,,,,,,,,,"군             16,028",,,6
833,17,,,,,,,본예산,,"32,056","47,000","△14,944",6
833,18,,,,,,,,,"국             16,028",,,6
833,19,,,,,,,,,"군             16,028",,,6
833,20,,,,,,,◎병해충 예찰방제단 운영,"32,056원*10종*100개","32,056",,,6
833,21,,,,,,,,,"국             16,028",,,6
833,22,,,,,,,,,"군             16,028",,,6
833,23,,,소득작물시범,,,,,,"1,287,879","2,717,185","△1,429,306",2
833,24,,,,,,,,,"국            225,000",,,6
833,25,,,,,,,,,"도            304,580",,,6
833,26,,,,,,,,,"군            758,299",,,6
833,27,,,,소득작물 기술 지도,,,,,"81,279","60,555","20,724",3
833,28,,,,,,101 인건비,,,"5,829","3,105","2,724",5
833,29,,,,,,,04 기간제근로자등보수,,"5,829","3,105","2,724",6
833,30,,,,,,,본예산,,"5,829","3,105","2,724",6
833,31,,,,,,,◎소득작물 기술 시범 지원 일시사역,"82,560원*2명*10일","1,652",,,6
833,32,,,,,,,◎병해충 종합검경 서비스 보조 일시사역,"82,560원*1명*30일","2,477",,,6
833,33,,,,,,,◎마늘 우량 종구 보급사업 작업 일시사역,"170,000원*1명*10일","1,700",,,6
833,34,,,,,,201 일반운영비,,,"19,050","19,050",0,5
833,35,,,,,,,01 사무관리비,,"13,050","13,050",0,6
833,36,,,,,,,본예산,,"13,050","13,050",0,6
833,37,,,,,,,◎일반수용비,,"10,550",,,6
833,38,,,,,,,○소득작물 업무추진 기본수용비,"3,150,000원","3,150",,,6
833,39,,,,,,,○소득작물팀 표찰 제작,"100,000원*12개*2종","2,400",,,6
833,40,,,,,,,○지역특산물 표준재배력 제작,"10,000원*500개","5,000",,,6
833,41,,,,,,,◎딸기 무병 원묘 보급 포장지,"2,500원*1,000개","2,500",,,6
833,42,,,,,,,03 행사운영비,,"6,000","6,000",0,6
833,43,,,,,,,본예산,,"6,000","6,000",0,6
833,44,,,,,,,◎소득작물 기술보급 행사,"1,500,000원*2회","3,000",,,6
833,45,,,,,,,◎소득작물 기술보급 현장교육,"300,000원*10회","3,000",,,6
834,10,,,,,,,01 국내여비,,"5,400","5,400",0,6
834,11,,,,,,,본예산,,"5,400","5,400",0,6
834,12,,,,,,,◎소득작물 업무 추진,"100,000원*3명*12월","3,600",,,6
834,13,,,,,,,◎도·중앙단위 업무 연찬,"100,000원*3명*6회","1,800",,,6
834,14,,,,,,206 재료비,,,"4,000","3,000","1,000",5
834,15,,,,,,,01 재료비,,"4,000","3,000","1,000",6
834,16,,,,,,,본예산,,"4,000","3,000","1,000",6
834,17,,,,,,,◎소득작물 기술보급 운영,"1,000,000원*3종","3,000",,,6
834,18,,,,,,,◎마늘 생장점 배양 우량종구 보급 재료,"500,000원*2종","1,000",,,6
834,19,,,,,,301 일반보전금,,,"2,000",0,"2,000",5
834,20,,,,,,,11 행사실비지원금,,"2,000",0,"2,000",6
834,21,,,,,,,본예산,,"2,000",0,"2,000",6
834,22,,,,,,,◎딸기 농업인 징검다리 멘토멘티 프로그     램 참석자 보상,"200,000원*10회","2,000",,,6
834,23,,,,,,402 민간자본이전,,,"45,000","30,000","15,000",5
834,24,,,,,,,01 민간자본사업보조(자체재원),,"45,000","30,000","15,000",6
834,25,,,,,,,본예산,,"45,000","30,000","15,000",6
834,26,,,,,,,◎딸기 무병 원묘 보급,"40,000,000원*1개소","40,000",,,6
834,27,,,,,,,◎시설채소 스마트 생산 기술 보급,"10,000,000원*1개소*50/100","5,000",,,6
834,28,,,,소득작물 기술보급 시범,,,,,"8,000","8,000",0,3
834,29,,,,,,201 일반운영비,,,"5,000","5,000",0,5
834,30,,,,,,,01 사무관리비,,"5,000","5,000",0,6
834,31,,,,,,,본예산,,"5,000","5,000",0,6
834,32,,,,,,,◎소득작물 기술보급 운영,"500,000원*10회","5,000",,,6
834,33,,,,,,206 재료비,,,"3,000","3,000",0,5
834,34,,,,,,,01 재료비,,"3,000","3,000",0,6
834,35,,,,,,,본예산,,"3,000","3,000",0,6
834,36,,,,,,,◎지역특화 소득작물 기술보급 재료,"500,000원*4종","2,000",,,6
834,37,,,,,,,◎병해충 진단 및 분석 재료,"500,000원*2종","1,000",,,6
834,38,,,,농업 신기술 시범(국비),,,,,"450,000","1,072,750","△622,750",3
834,39,,,,,,,,,"국            225,000",,,6
834,40,,,,,,,,,"군            225,000",,,6
834,41,,,,,,402 민간자본이전,,,"450,000","1,062,750","△612,750",5
834,42,,,,,,,,,"국            225,000",,,6
834,43,,,,,,,,,"군            225,000",,,6
834,44,,,,,,,02 민간자본사업보조(이전재원),,"450,000","1,062,750","△612,750",6
834,46,,,,,,,,,"국            225,000",,,6
835,10,,,,,,,본예산,,"450,000","1,062,750","△612,750",6
835,11,,,,,,,,,"국            225,000",,,6
835,12,,,,,,,,,"군            225,000",,,6
835,13,,,,,,,◎민감채소 수급안정 생산기술,"80,000,000원*2개소","160,000",,,6
835,14,,,,,,,,,"국             80,000",,,6
835,15,,,,,,,,,"군             80,000",,,6
835,16,,,,,,,◎딸기 신품종 확대 보급 기술 시범,"50,000,000원*1개소","50,000",,,6
835,17,,,,,,,,,"국             25,000",,,6
835,18,,,,,,,,,"군             25,000",,,6
835,19,,,,,,,◎꿀벌 소실대응 뒤엉벌 대체 화분매개기     술 시범,"20,000,000원*1개소","20,000",,,6
835,20,,,,,,,,,"국             10,000",,,6
835,21,,,,,,,,,"군             10,000",,,6
835,22,,,,,,,◎시설원예 미세버블 양액 살균 기술 시범,"60,000,000원*1개소","60,000",,,6
835,23,,,,,,,,,"국             30,000",,,6
835,24,,,,,,,,,"군             30,000",,,6
835,25,,,,,,,◎중소형 스마트팜 방제 로봇 시범 보급,"50,000,000원*1개소","50,000",,,6
835,26,,,,,,,,,"국             25,000",,,6
835,27,,,,,,,,,"군             25,000",,,6
835,28,,,,,,,◎자주식 승용형 마늘 수집기 보급 시범,"110,000,000원*1개소","110,000",,,6
835,29,,,,,,,,,"국             55,000",,,6
835,30,,,,,,,,,"군             55,000",,,6
835,31,,,,최고품질 원예특작 생산 기술지원(도비),,,,,"348,600","417,480","△68,880",3
835,32,,,,,,,,,"도            104,580",,,6
835,33,,,,,,,,,"군            244,020",,,6
835,34,,,,,,402 민간자본이전,,,"348,600","417,480","△68,880",5
835,35,,,,,,,,,"도            104,580",,,6
835,36,,,,,,,,,"군            244,020",,,6
835,37,,,,,,,02 민간자본사업보조(이전재원),,"348,600","417,480","△68,880",6
835,38,,,,,,,,,"도            104,580",,,6
835,39,,,,,,,,,"군            244,020",,,6
835,40,,,,,,,본예산,,"348,600","417,480","△68,880",6
835,41,,,,,,,,,"도            104,580",,,6
835,42,,,,,,,,,"군            244,020",,,6
835,43,,,,,,,◎쪽파 근권 냉난방 실증 기술지원,"14,000,000원*1개소","14,000",,,6
835,44,,,,,,,,,"도              4,200",,,6
835,45,,,,,,,,,"군              9,800",,,6
835,46,,,,,,,◎양념채소 우량종구 생산단지 기술지원,"35,000,000원*1개소","35,000",,,6
836,10,,,,,,,,,"군             24,500",,,6
836,11,,,,,,,◎양념채소 차압식 건조장치 보급 기술지     원,"21,000,000원*1개소","21,000",,,6
836,12,,,,,,,,,"도              6,300",,,6
836,13,,,,,,,,,"군             14,700",,,6
836,14,,,,,,,◎스마트팜 수경재배 시스템 고도화 기술     지원,"52,150,000원*4개소","208,600",,,6
836,15,,,,,,,,,"도             62,580",,,6
836,16,,,,,,,,,"군            146,020",,,6
836,17,,,,,,,◎양념채소 신품종 확산 스마트 기계화     기술지원,"70,000,000원*1개소","70,000",,,6
836,18,,,,,,,,,"도             21,000",,,6
836,19,,,,,,,,,"군             49,000",,,6
836,20,,,,지역활력화 작목기반조성(전환사업),,,,,"400,000",0,"400,000",3
836,21,,,,,,,,,"도            200,000",,,6
836,22,,,,,,,,,"군            200,000",,,6
836,23,,,,,,402 민간자본이전,,,"400,000",0,"400,000",5
836,24,,,,,,,,,"도            200,000",,,6
836,25,,,,,,,,,"군            200,000",,,6
836,26,,,,,,,02 민간자본사업보조(이전재원),,"400,000",0,"400,000",6
836,27,,,,,,,,,"도            200,000",,,6
836,28,,,,,,,,,"군            200,000",,,6
836,29,,,,,,,본예산,,"400,000",0,"400,000",6
836,30,,,,,,,,,"도            200,000",,,6
836,31,,,,,,,,,"군            200,000",,,6
836,32,,,,,,,◎홍성고추 품질 고급화 생산단지 육성,"100,000,000원*1개소","100,000",,,6
836,33,,,,,,,,,"도             50,000",,,6
836,34,,,,,,,,,"군             50,000",,,6
836,35,,,,,,,◎디지털농업 기반 프리미엄 딸기 수출재     배단지 육성,"150,000,000원*2개소","300,000",,,6
836,36,,,,,,,,,"도            150,000",,,6
836,37,,,,,,,,,"군            150,000",,,6
836,38,,,치유농업,,,,,,"513,015","795,585","△282,570",2
836,39,,,,,,,,,"도             66,100",,,6
836,40,,,,,,,,,"군            446,915",,,6
836,41,,,,치유농업 쉼터 조성,,,,,"100,000","200,000","△100,000",3
836,42,,,,,,401 시설비및부대비,,,"100,000","200,000","△100,000",5
836,43,,,,,,,01 시설비,,"100,000","195,480","△95,480",6
836,44,,,,,,,본예산,,"100,000","195,480","△95,480",6
836,45,,,,,,,◎치유쉼터 이용환경 개선 및 자동화시스     템 구축,"100,000,000*1개소","100,000",,,6
836,46,,,,자연치유쉼터 운영,,,,,"130,483","117,778","12,705",3
836,48,,,,,,101 인건비,,,"85,883","73,178","12,705",5
837,10,,,,,,,본예산,,"85,883","73,178","12,705",6
837,11,,,,,,,◎자연치유쉼터 운영 인부임,,"85,883",,,6
837,12,,,,,,,○기본급,"82,560원*2명*12월*22일","43,592",,,6
837,13,,,,,,,"○주휴, 연차수당","82,560원*2명*90일","14,861",,,6
837,14,,,,,,,○시간외근무수당,"61,920원*2명*96일","11,889",,,6
837,15,,,,,,,○정액급식비,"140,000원*12월*2명","3,360",,,6
837,16,,,,,,,○명절휴가비,"100,000원*2회*2명",400,,,6
837,17,,,,,,,○퇴직금,"2,500,000원*2명","5,000",,,6
837,18,,,,,,,○제보험,"29,226,240원*2명*11.6%","6,781",,,6
837,19,,,,,,201 일반운영비,,,"32,000","32,000",0,5
837,20,,,,,,,02 공공운영비,,"12,000","12,000",0,6
837,21,,,,,,,본예산,,"12,000","12,000",0,6
837,22,,,,,,,◎자연치유쉼터 시설 장비 유지,"800,000원*15종","12,000",,,6
837,23,,,,,,,03 행사운영비,,"20,000","20,000",0,6
837,24,,,,,,,본예산,,"20,000","20,000",0,6
837,25,,,,,,,◎치유쉼터 프로그램 행사 운영,"1,000,000원*10회","10,000",,,6
837,26,,,,,,,◎군민 치유농업 교육 운영 재료,"25,000원*400명","10,000",,,6
837,27,,,,,,206 재료비,,,"12,600","12,600",0,5
837,28,,,,,,,01 재료비,,"12,600","12,600",0,6
837,29,,,,,,,본예산,,"12,600","12,600",0,6
837,30,,,,,,,◎방제작업 재료,"40,000원*7종*9회","2,520",,,6
837,31,,,,,,,◎식재 식물 및 종자,"210,000원*8종*6회","10,080",,,6
837,32,,,,도시농업 활성화,,,,,"75,022","80,238","△5,216",3
837,33,,,,,,101 인건비,,,"6,192","6,018",174,5
837,34,,,,,,,04 기간제근로자등보수,,"6,192","6,018",174,6
837,35,,,,,,,본예산,,"6,192","6,018",174,6
837,36,,,,,,,◎식생관리 일시 사역 인부임,"82,560원*5명*15일","6,192",,,6
837,37,,,,,,201 일반운영비,,,"33,950","36,660","△2,710",5
837,38,,,,,,,01 사무관리비,,"3,500","3,500",0,6
837,39,,,,,,,본예산,,"3,500","3,500",0,6
837,40,,,,,,,◎일반수용비,,"3,500",,,6
837,41,,,,,,,○치유농업 업무추진 기본수용비,"3,500,000원*1개소","3,500",,,6
837,42,,,,,,,02 공공운영비,,"20,420","20,780",△360,6
837,43,,,,,,,본예산,,"20,420","20,780",△360,6
837,44,,,,,,,◎도시농업 실증포 시설 장비 유지,"800,000원*7종","5,600",,,6
837,45,,,,,,,◎도시농업 실증포 연료(유류),"1,235원*2,000리터*6월","14,820",,,6
837,46,,,,,,,03 행사운영비,,"10,030","12,380","△2,350",6
837,48,,,,,,,본예산,,"10,030","12,380","△2,350",6
838,10,,,,,,,◎도시농업 교육 강사 수당,"150,000원*44회","6,600",,,6
838,11,,,,,,,◎도시농업 교육 행사 운영 재료,"350,000원*5종","1,750",,,6
838,12,,,,,,202 여비,,,"5,400","5,400",0,5
838,13,,,,,,,01 국내여비,,"5,400","5,400",0,6
838,14,,,,,,,본예산,,"5,400","5,400",0,6
838,15,,,,,,,◎국내여비,,"5,400",,,6
838,16,,,,,,,○치유농업팀 업무 추진,"100,000원*3명*12월","3,600",,,6
838,17,,,,,,,○관내여비(공무직),"100,000원*1명*12월","1,200",,,6
838,18,,,,,,,○관외여비(공무직),"50,000원*1명*12월",600,,,6
838,19,,,,,,206 재료비,,,"29,480","32,160","△2,680",5
838,20,,,,,,,01 재료비,,"29,480","32,160","△2,680",6
838,21,,,,,,,본예산,,"29,480","32,160","△2,680",6
838,22,,,,,,,◎방제작업 재료,"40,000원*7종*11회","3,080",,,6
838,23,,,,,,,◎식재 식물 및 종자,"300,000원*8종*11회","26,400",,,6
838,24,,,,어메니티 지역관광 벨트화,,,,,"53,510","56,319","△2,809",3
838,25,,,,,,201 일반운영비,,,"45,510","45,510",0,5
838,26,,,,,,,01 사무관리비,,"5,150","5,150",0,6
838,27,,,,,,,본예산,,"5,150","5,150",0,6
838,28,,,,,,,◎농촌체험 업무추진 기본수용비,"3,150,000원","3,150",,,6
838,29,,,,,,,◎어메니티지역관광벨트화 홍보물 제작,"1,000,000원*2종","2,000",,,6
838,30,,,,,,,03 행사운영비,,"40,360","40,360",0,6
838,31,,,,,,,본예산,,"40,360","40,360",0,6
838,32,,,,,,,◎농촌체험관광 여행상품 및 축제행사운     영 등,"740,000원*14회","10,360",,,6
838,33,,,,,,,◎녹색순환 치유농업 활성화,"800,000원*25회","20,000",,,6
838,34,,,,,,,◎청소년 농촌진로체험 활성화,"2,000,000원*5회","10,000",,,6
838,35,,,,,,307 민간이전,,,"8,000","8,000",0,5
838,36,,,,,,,02 민간경상사업보조,,"8,000","8,000",0,6
838,37,,,,,,,본예산,,"8,000","8,000",0,6
838,38,,,,,,,◎농어촌 체험관광 활성화 지원,"8,000,000원*1개소","8,000",,,6
838,39,,,,농촌체험관광활성화(도비),,,,,"50,000","31,000","19,000",3
838,40,,,,,,,,,"도             16,000",,,6
838,41,,,,,,,,,"군             34,000",,,6
838,42,,,,,,201 일반운영비,,,"5,000",0,"5,000",5
838,43,,,,,,,,,"도              2,500",,,6
838,44,,,,,,,,,"군              2,500",,,6
838,46,,,,,,,03 행사운영비,,"5,000",0,"5,000",6
839,10,,,,,,,,,"군              2,500",,,6
839,11,,,,,,,본예산,,"5,000",0,"5,000",6
839,12,,,,,,,,,"도              2,500",,,6
839,13,,,,,,,,,"군              2,500",,,6
839,14,,,,,,,◎농담 치유상자 함께나누기 사업(도민),"5,000,000원*1회","5,000",,,6
839,15,,,,,,,,,"도              2,500",,,6
839,16,,,,,,,,,"군              2,500",,,6
839,17,,,,,,307 민간이전,,,"10,000","10,000",0,5
839,18,,,,,,,,,"도              3,000",,,6
839,19,,,,,,,,,"군              7,000",,,6
839,20,,,,,,,02 민간경상사업보조,,"10,000","10,000",0,6
839,21,,,,,,,,,"도              3,000",,,6
839,22,,,,,,,,,"군              7,000",,,6
839,23,,,,,,,본예산,,"10,000","10,000",0,6
839,24,,,,,,,,,"도              3,000",,,6
839,25,,,,,,,,,"군              7,000",,,6
839,26,,,,,,,◎체험농가 조직 활성화 시범,"10,000,000원*1개소","10,000",,,6
839,27,,,,,,,,,"도              3,000",,,6
839,28,,,,,,,,,"군              7,000",,,6
839,29,,,,,,402 민간자본이전,,,"35,000","21,000","14,000",5
839,30,,,,,,,,,"도             10,500",,,6
839,31,,,,,,,,,"군             24,500",,,6
839,32,,,,,,,02 민간자본사업보조(이전재원),,"35,000","21,000","14,000",6
839,33,,,,,,,,,"도             10,500",,,6
839,34,,,,,,,,,"군             24,500",,,6
839,35,,,,,,,본예산,,"35,000","21,000","14,000",6
839,36,,,,,,,,,"도             10,500",,,6
839,37,,,,,,,,,"군             24,500",,,6
839,38,,,,,,,◎농업농촌자원 활용 치유농장 육성 지원,"50,000,000원*70%","35,000",,,6
839,39,,,,,,,,,"도             10,500",,,6
839,40,,,,,,,,,"군             24,500",,,6
839,41,,,,늘봄학교 연계 학교현장 적용 교육프로그램 운영(도비),,,,,"54,000","56,250","△2,250",3
839,42,,,,,,,,,"도             35,100",,,6
839,43,,,,,,,,,"군             18,900",,,6
839,44,,,,,,201 일반운영비,,,"54,000","44,250","9,750",5
839,45,,,,,,,,,"도             35,100",,,6
839,46,,,,,,,,,"군             18,900",,,6
839,47,,,,,,,03 행사운영비,,"54,000","44,250","9,750",6
839,49,,,,,,,,,"도             35,100",,,6
840,10,,,,,,,본예산,,"54,000","44,250","9,750",6
840,11,,,,,,,,,"도             35,100",,,6
840,12,,,,,,,,,"군             18,900",,,6
840,13,,,,,,,◎늘봄학교 연계 학교현장 적용 교육프로     그램,"18,000,000원*3개소","54,000",,,6
840,14,,,,,,,,,"도             35,100",,,6
840,15,,,,,,,,,"군             18,900",,,6
840,16,,,,농업기술센터 기능 다양화 지원,,,,,"50,000",0,"50,000",3
840,17,,,,,,,,,"도             15,000",,,6
840,18,,,,,,,,,"군             35,000",,,6
840,19,,,,,,401 시설비및부대비,,,"45,000",0,"45,000",5
840,20,,,,,,,,,"도             13,500",,,6
840,21,,,,,,,,,"군             31,500",,,6
840,22,,,,,,,01 시설비,,"45,000",0,"45,000",6
840,23,,,,,,,,,"도             13,500",,,6
840,24,,,,,,,,,"군             31,500",,,6
840,25,,,,,,,본예산,,"45,000",0,"45,000",6
840,26,,,,,,,,,"도             13,500",,,6
840,27,,,,,,,,,"군             31,500",,,6
840,28,,,,,,,◎도시농업실증포 다기능 공간 조성 공사,"45,000,000원*1개소","45,000",,,6
840,29,,,,,,,,,"도             13,500",,,6
840,30,,,,,,,,,"군             31,500",,,6
840,31,,,,,,405 자산취득비,,,"5,000",0,"5,000",5
840,32,,,,,,,,,"도              1,500",,,6
840,33,,,,,,,,,"군              3,500",,,6
840,34,,,,,,,01 자산및물품취득비,,"5,000",0,"5,000",6
840,35,,,,,,,,,"도              1,500",,,6
840,36,,,,,,,,,"군              3,500",,,6
840,37,,,,,,,본예산,,"5,000",0,"5,000",6
840,38,,,,,,,,,"도              1,500",,,6
840,39,,,,,,,,,"군              3,500",,,6
840,40,,,,,,,◎도시농업실증포 다기능 공간 운영 장비     구입,"1,000,000원*5종","5,000",,,6
840,41,,,,,,,,,"도              1,500",,,6
840,42,,,,,,,,,"군              3,500",,,6
840,43,,,농촌자원개발,,,,,,"565,174","395,835","169,339",2
840,44,,,,,,,,,"국             86,000",,,6
840,45,,,,,,,,,"도             93,000",,,6
840,46,,,,,,,,,"군            386,174",,,6
840,47,,,,미생물 지원실 운영,,,,,"150,074","168,835","△18,761",3
840,48,,,,,,101 인건비,,,"4,954","4,815",139,5
840,50,,,,,,,04 기간제근로자등보수,,"4,954","4,815",139,6
841,10,,,,,,,◎미생물 지원실 및 가공교육 운영 인부임,,"4,954",,,6
841,11,,,,,,,○미생물 지원실 및 가공교육 운영 인부임,"82,560원*2명*30일","4,954",,,6
841,12,,,,,,201 일반운영비,,,"35,680","34,420","1,260",5
841,13,,,,,,,01 사무관리비,,"6,400","4,900","1,500",6
841,14,,,,,,,본예산,,"6,400","4,900","1,500",6
841,15,,,,,,,◎미생물 활용 안내 리플릿 제작,"1,200,000원*2종","2,400",,,6
841,16,,,,,,,◎미생물 품질 검사비,"400,000원*5종*2회","4,000",,,6
841,17,,,,,,,02 공공운영비,,"29,280","29,520",△240,6
841,18,,,,,,,본예산,,"29,280","29,520",△240,6
841,19,,,,,,,◎연료비(스팀 보일러),"1,235원*2대*1,000ℓ*4회","9,880",,,6
841,20,,,,,,,◎미생물 지원실 시설 장비 유지비,,"19,400",,,6
841,21,,,,,,,○미생물 배양기 및 탱크 유지 보수,"1,200,000원*12대","14,400",,,6
841,22,,,,,,,○미생물 무인공급시스템 유지 보수,"500,000원*10대","5,000",,,6
841,23,,,,,,202 여비,,,"3,600","3,600",0,5
841,24,,,,,,,01 국내여비,,"3,600","3,600",0,6
841,25,,,,,,,본예산,,"3,600","3,600",0,6
841,26,,,,,,,◎관내여비(공무직),"100,000원*2명*12월","2,400",,,6
841,27,,,,,,,◎관외여비(공무직),"50,000원*2명*12월","1,200",,,6
841,28,,,,,,206 재료비,,,"105,840","126,000","△20,160",5
841,29,,,,,,,01 재료비,,"105,840","126,000","△20,160",6
841,30,,,,,,,본예산,,"105,840","126,000","△20,160",6
841,31,,,,,,,◎축산용 미생물 생산 재료,"260,000원*3종*70회","54,600",,,6
841,32,,,,,,,◎농업용 미생물 생산 재료,"201,000원*4종*60회","48,240",,,6
841,33,,,,,,,◎생활EM 포장 용기 구입,"3,000,000원*1종","3,000",,,6
841,34,,,,유용미생물 생산공급 지원(도비),,,,,"20,000",0,"20,000",3
841,35,,,,,,,,,"도              6,000",,,6
841,36,,,,,,,,,"군             14,000",,,6
841,37,,,,,,201 일반운영비,,,"2,840",0,"2,840",5
841,38,,,,,,,,,도                852,,,6
841,39,,,,,,,,,"군              1,988",,,6
841,40,,,,,,,01 사무관리비,,"2,840",0,"2,840",6
841,41,,,,,,,,,도                852,,,6
841,42,,,,,,,,,"군              1,988",,,6
841,43,,,,,,,본예산,,"2,840",0,"2,840",6
841,44,,,,,,,,,도                852,,,6
841,45,,,,,,,,,"군              1,988",,,6
841,46,,,,,,,◎축산용 미생물 활용 안내 포스터 제작,"4,000원*710개","2,840",,,6
842,10,,,,,,,,,"군              1,988",,,6
842,11,,,,,,206 재료비,,,"17,160",0,"17,160",5
842,12,,,,,,,,,"도              5,148",,,6
842,13,,,,,,,,,"군             12,012",,,6
842,14,,,,,,,01 재료비,,"17,160",0,"17,160",6
842,15,,,,,,,,,"도              5,148",,,6
842,16,,,,,,,,,"군             12,012",,,6
842,17,,,,,,,본예산,,"17,160",0,"17,160",6
842,18,,,,,,,,,"도              5,148",,,6
842,19,,,,,,,,,"군             12,012",,,6
842,20,,,,,,,◎축산용 미생물 생산 재료,"260,000원*3종*22회","17,160",,,6
842,21,,,,,,,,,"도              5,148",,,6
842,22,,,,,,,,,"군             12,012",,,6
842,23,,,,자원활용 기술보급,,,,,"17,100","17,100",0,3
842,24,,,,,,201 일반운영비,,,"13,500","13,500",0,5
842,25,,,,,,,01 사무관리비,,"5,500","5,500",0,6
842,26,,,,,,,본예산,,"5,500","5,500",0,6
842,27,,,,,,,◎농촌자원 업무추진 기본수용비,"2,500,000원","2,500",,,6
842,28,,,,,,,◎농산물가공기술 보급 자료 제작,"10,000원*300부*1종","3,000",,,6
842,29,,,,,,,02 공공운영비,,"1,000","1,000",0,6
842,30,,,,,,,본예산,,"1,000","1,000",0,6
842,31,,,,,,,◎농산물가공기술 교육장비 유지비,"100,000원*10종","1,000",,,6
842,32,,,,,,,03 행사운영비,,"7,000","7,000",0,6
842,33,,,,,,,본예산,,"7,000","7,000",0,6
842,34,,,,,,,◎지역특산자원 전시판매 박람회 참가,"1,750,000원*2회","3,500",,,6
842,35,,,,,,,◎지역특산자원 온오프라인 홍보 및 행사     운영,"1,750,000원*2회","3,500",,,6
842,36,,,,,,202 여비,,,"3,600","3,600",0,5
842,37,,,,,,,01 국내여비,,"3,600","3,600",0,6
842,38,,,,,,,본예산,,"3,600","3,600",0,6
842,39,,,,,,,◎농촌자원 업무추진,"100,000원*3명*12월","3,600",,,6
842,40,,,,건강한 농촌생활(도비),,,,,"127,000","66,600","60,400",3
842,41,,,,,,,,,"도             54,500",,,6
842,42,,,,,,,,,"군             72,500",,,6
842,43,,,,,,201 일반운영비,,,"22,500","17,400","5,100",5
842,44,,,,,,,,,"도              6,750",,,6
842,45,,,,,,,,,"군             15,750",,,6
842,46,,,,,,,01 사무관리비,,"19,500","2,400","17,100",6
842,47,,,,,,,,,"도              5,850",,,6
843,10,,,,,,,본예산,,"19,500","2,400","17,100",6
843,11,,,,,,,,,"도              5,850",,,6
843,12,,,,,,,,,"군             13,650",,,6
843,13,,,,,,,◎농작업 안전재해 예방 위원회 운영,"500,000원*2회","1,000",,,6
843,14,,,,,,,,,도                300,,,6
843,15,,,,,,,,,군                700,,,6
843,16,,,,,,,◎농작업 안전 교육 책자 및 리플릿 제작,"10,000원*300부","3,000",,,6
843,17,,,,,,,,,도                900,,,6
843,18,,,,,,,,,"군              2,100",,,6
843,19,,,,,,,◎농작업 안전 교육 실습 및 홍보물품 제작,"5,000원*5종*620개","15,500",,,6
843,20,,,,,,,,,"도              4,650",,,6
843,21,,,,,,,,,"군             10,850",,,6
843,22,,,,,,,03 행사운영비,,"3,000","15,000","△12,000",6
843,23,,,,,,,,,도                900,,,6
843,24,,,,,,,,,"군              2,100",,,6
843,25,,,,,,,본예산,,"3,000","15,000","△12,000",6
