page,row_num,dept,policy,unit,detail,label,item,calc,basis,budget,prev,diff,indent
1,10,기획감사담당관,,,,,,,,"35,665,400","22,961,640","12,703,760",0
1,11,,,,,,,,,"도            208,321",,,6
1,12,,,,,,,,,"군         35,457,079",,,6
1,13,,군정발전 전략 추진(일반공공행정/일반행정),,,,,,,"818,893","490,910","327,983",1
1,14,,,,,,,,,"도             80,000",,,6
1,15,,,,,,,,,"군            738,893",,,6
1,16,,,군정 종합기획 조정 및 평가,,,,,,"738,893","436,910","301,983",2
1,17,,,,,,,,,"도             80,000",,,6
1,18,,,,,,,,,"군            658,893",,,6
1,19,,,,군정 종합기획 및 조정,,,,,"183,150","163,650","19,500",3
1,20,,,,,,201 일반운영비,,,"126,050","85,950","40,100",5
1,21,,,,,,,01 사무관리비,,"111,050","70,950","40,100",6
1,22,,,,,,,본예산,,"111,050","70,950","40,100",6
1,23,,,,,,,◎일반수용비,,"97,700",,,6
1,24,,,,,,,○정책기획업무추진 기본수용비,"5,000,000원","5,000",,,6
1,25,,,,,,,○군정업무보고자료 제작,"5,000,000원*3회","15,000",,,6
1,26,,,,,,,○의회업무보고자료 제작,"5,000,000원*3회","15,000",,,6
1,27,,,,,,,○행정사무감사자료 제작,"7,000,000원","7,000",,,6
1,28,,,,,,,○정례(임시)회 조례안 책자 제작,"3,000,000원","3,000",,,6
1,29,,,,,,,○각종 현안 및 사업자료 제작,"10,000,000원","10,000",,,6
1,30,,,,,,,○적극행정 우수공무원 심사자료 및 카       드뉴스 제작,"450,000원*2회",900,,,6
1,31,,,,,,,○성과관리 및 적극행정 교육자료 제작,"600,000원*3회","1,800",,,6
1,32,,,,,,,○군정백서 제작(정책성과 자료집),"40,000,000원","40,000",,,6
1,33,,,,,,,◎운영수당,,"9,300",,,6
1,34,,,,,,,○군정자문단 참석수당,"100,000원*15명*3회","4,500",,,6
1,35,,,,,,,○적극행정위원회 참석수당,"150,000원*7명*2회","2,100",,,6
1,36,,,,,,,○제안심사위원회 참석수당,"100,000원*7명",700,,,6
1,37,,,,,,,○정부혁신 교육 강사료,"800,000원*1회",800,,,6
1,38,,,,,,,○출자ㆍ출연기관 운영심의위원회 참석       수당,"100,000원*6명*2회","1,200",,,6
1,39,,,,,,,◎정책기획 업무추진 특근자 급식,"9,000원*5명*90일","4,050",,,6
1,40,,,,,,,02 공공운영비,,"15,000","15,000",0,6
1,41,,,,,,,본예산,,"15,000","15,000",0,6
1,42,,,,,,,◎목표관리프로그램 기능개선ㆍ유지보수,"15,000,000원","15,000",,,6
1,43,,,,,,202 여비,,,"9,600","7,200","2,400",5
1,45,,,,,,,01 국내여비,,"9,600","7,200","2,400",6
2,10,,,,,,,◎기본업무추진,"100,000원*6명*12월","7,200",,,6
2,11,,,,,,,◎관외출장,"100,000원*2명*12월","2,400",,,6
2,12,,,,,,203 업무추진비,,,"7,500","7,500",0,5
2,13,,,,,,,03 시책추진업무추진비,,"7,500","7,500",0,6
2,14,,,,,,,본예산,,"7,500","7,500",0,6
2,15,,,,,,,◎군정기획 및 정책개발 업무,"4,500,000원","4,500",,,6
2,16,,,,,,,◎군정조정 업무,"3,000,000원","3,000",,,6
2,17,,,,,,207 연구개발비,,,"20,000","18,000","2,000",5
2,18,,,,,,,01 연구용역비,,"20,000","18,000","2,000",6
2,19,,,,,,,본예산,,"20,000","18,000","2,000",6
2,20,,,,,,,◎출자출연기관 경영실적평가,"20,000,000원","20,000",,,6
2,21,,,,,,307 민간이전,,,"20,000","45,000","△25,000",5
2,22,,,,,,,04 민간행사사업보조,,"20,000","20,000",0,6
2,23,,,,,,,본예산,,"20,000","20,000",0,6
2,24,,,,,,,◎군민공감 정책토론회 및 지역발전포럼,"20,000,000원","20,000",,,6
2,25,,,,군정 주요업무 평가,,,,,"63,100","62,000","1,100",3
2,26,,,,,,201 일반운영비,,,"8,100","7,000","1,100",5
2,27,,,,,,,01 사무관리비,,"8,100","7,000","1,100",6
2,28,,,,,,,본예산,,"8,100","7,000","1,100",6
2,29,,,,,,,◎평가계획서 및 보고자료 제작,"280,000원*10회","2,800",,,6
2,30,,,,,,,◎운영수당,,"5,300",,,6
2,31,,,,,,,○평가위원회 참석수당,"100,000원*7명*2회","1,400",,,6
2,32,,,,,,,○평가담당자 역량강화 교육 강사료,"1,300,000원*3회","3,900",,,6
2,33,,,,,,303 포상금,,,"55,000","55,000",0,5
2,34,,,,,,,01 포상금,,"55,000","55,000",0,6
2,35,,,,,,,본예산,,"55,000","55,000",0,6
2,36,,,,,,,◎성과포상제 운영,"55,000,000원","55,000",,,6
2,37,,,,군민 아이디어 공모,,,,,"8,260","6,260","2,000",3
2,38,,,,,,201 일반운영비,,,"1,260","1,260",0,5
2,39,,,,,,,01 사무관리비,,"1,260","1,260",0,6
2,40,,,,,,,본예산,,"1,260","1,260",0,6
2,41,,,,,,,◎일반수용비,,"1,260",,,6
2,42,,,,,,,○아이디어 제안 홍보물 제작,"10,000원*100부","1,000",,,6
2,43,,,,,,,○아이디어 우수제안 상장 제작,"20,000원*13명",260,,,6
2,44,,,,,,301 일반보전금,,,"5,000","3,000","2,000",5
2,45,,,,,,,14 기타보상금,,"5,000","3,000","2,000",6
2,47,,,,,,,본예산,,"5,000","3,000","2,000",6
3,10,,,,,,303 포상금,,,"2,000","2,000",0,5
3,11,,,,,,,01 포상금,,"2,000","2,000",0,6
3,12,,,,,,,본예산,,"2,000","2,000",0,6
3,13,,,,,,,◎제안활성화 기여,"200,000원*10명","2,000",,,6
3,14,,,,군정 종합기획 및 조정(이전재원),,,,,"240,000","205,000","35,000",3
3,15,,,,,,307 민간이전,,,"150,000",0,"150,000",5
3,16,,,,,,,02 민간경상사업보조,,"150,000",0,"150,000",6
3,17,,,,,,,본예산,,"150,000",0,"150,000",6
3,18,,,,,,,◎충남RISE 지원(혜전대학교),,"150,000",,,6
3,19,,,,,,308 자치단체등이전,,,"90,000",0,"90,000",5
3,20,,,,,,,09 지역대학에 대한 경상보조,,"90,000",0,"90,000",6
3,21,,,,,,,본예산,,"90,000",0,"90,000",6
3,22,,,,,,,◎충남RISE 지원(청운대학교),,"90,000",,,6
3,23,,,,지속가능발전 정책 추진,,,,,"69,383",0,"69,383",3
3,24,,,,,,307 민간이전,,,"69,383",0,"69,383",5
3,25,,,,,,,02 민간경상사업보조,,"25,000",0,"25,000",6
3,26,,,,,,,본예산,,"25,000",0,"25,000",6
3,27,,,,,,,◎홍성군지속가능발전협의회 사업지원,"25,000,000원","25,000",,,6
3,28,,,,,,,03 민간단체법정운영비보조,,"44,383",0,"44,383",6
3,29,,,,,,,본예산,,"44,383",0,"44,383",6
3,30,,,,,,,◎홍성군 지속가능발전협의회 운영 지원,"44,383,000원","44,383",,,6
3,31,,,,지역대학교 교육환경 개선,,,,,"175,000",0,"175,000",3
3,32,,,,,,,,,"도             80,000",,,6
3,33,,,,,,,,,"군             95,000",,,6
3,34,,,,,,402 민간자본이전,,,"80,000",0,"80,000",5
3,35,,,,,,,,,"도             40,000",,,6
3,36,,,,,,,,,"군             40,000",,,6
3,37,,,,,,,02 민간자본사업보조(이전재원),,"80,000",0,"80,000",6
3,38,,,,,,,,,"도             40,000",,,6
3,39,,,,,,,,,"군             40,000",,,6
3,40,,,,,,,본예산,,"80,000",0,"80,000",6
3,41,,,,,,,,,"도             40,000",,,6
3,42,,,,,,,,,"군             40,000",,,6
3,43,,,,,,,◎혜전대학교 군민 커뮤니티 센터 구축,"80,000,000원","80,000",,,6
3,44,,,,,,,,,"도             40,000",,,6
3,45,,,,,,,,,"군             40,000",,,6
3,46,,,,,,403 자치단체등자본이전,,,"95,000",0,"95,000",5
3,47,,,,,,,,,"도             40,000",,,6
3,48,,,,,,,,,"군             55,000",,,6
3,50,,,,,,,04 지역대학에 대한 자본보조,,"95,000",0,"95,000",6
4,10,,,,,,,,,"군             55,000",,,6
4,11,,,,,,,본예산,,"95,000",0,"95,000",6
4,12,,,,,,,,,"도             40,000",,,6
4,13,,,,,,,,,"군             55,000",,,6
4,14,,,,,,,◎청운대학교 야외음악당 개선 사업,"80,000,000원","80,000",,,6
4,15,,,,,,,,,"도             40,000",,,6
4,16,,,,,,,,,"군             40,000",,,6
4,17,,,,,,,◎지역대학교 체력단련실 개선,"15,000,000원","15,000",,,6
4,18,,,국제화 기반 구축,,,,,,"80,000","54,000","26,000",2
4,19,,,,국제 자매도시 결연 및 교류협력 증진,,,,,"80,000","54,000","26,000",3
4,20,,,,,,201 일반운영비,,,"43,000","28,000","15,000",5
4,21,,,,,,,01 사무관리비,,"22,000","12,000","10,000",6
4,22,,,,,,,본예산,,"22,000","12,000","10,000",6
4,23,,,,,,,◎국제교류업무추진 일반수용비,"10,000,000원","10,000",,,6
4,24,,,,,,,◎국제교류 외국어 통·번역비,"12,000,000원","12,000",,,6
4,25,,,,,,,02 공공운영비,,"6,000","6,000",0,6
4,26,,,,,,,본예산,,"6,000","6,000",0,6
4,27,,,,,,,◎국제화사업 분담금(시도지사협의회),"5,000,000원","5,000",,,6
4,28,,,,,,,◎국제교류 우편요금,"1,000,000원","1,000",,,6
4,29,,,,,,,03 행사운영비,,"15,000","10,000","5,000",6
4,30,,,,,,,본예산,,"15,000","10,000","5,000",6
4,31,,,,,,,◎국제 우호도시 교류 행사,"15,000,000원","15,000",,,6
4,32,,,,,,202 여비,,,"25,000","13,000","12,000",5
4,33,,,,,,,03 국외업무여비,,"25,000","13,000","12,000",6
4,34,,,,,,,본예산,,"25,000","13,000","12,000",6
4,35,,,,,,,◎국제교류 업무추진 여비(공무원),"25,000,000원","25,000",,,6
4,36,,,,,,203 업무추진비,,,"1,000",0,"1,000",5
4,37,,,,,,,03 시책추진업무추진비,,"1,000",0,"1,000",6
4,38,,,,,,,본예산,,"1,000",0,"1,000",6
4,39,,,,,,,◎국제교류 현안업무추진,"1,000,000원","1,000",,,6
4,40,,,,,,301 일반보전금,,,"11,000","13,000","△2,000",5
4,41,,,,,,,08 민간인국외여비,,"3,000","3,000",0,6
4,42,,,,,,,본예산,,"3,000","3,000",0,6
4,43,,,,,,,◎국제교류 업무추진 여비(민간전문가 등),"3,000,000원","3,000",,,6
4,44,,,,,,,09 외빈초청여비,,"8,000","10,000","△2,000",6
4,45,,,,,,,본예산,,"8,000","10,000","△2,000",6
4,46,,,,,,,◎국제교류 외빈 초청,"8,000,000원","8,000",,,6
4,48,,재정 지원(일반공공행정/지방행정ㆍ재정지원),,,,,,,"424,630","385,230","39,400",1
5,10,,,,성과중심 예산 편성,,,,,"252,430","224,930","27,500",3
5,11,,,,,,201 일반운영비,,,"67,670","67,670",0,5
5,12,,,,,,,01 사무관리비,,"67,670","67,670",0,6
5,13,,,,,,,본예산,,"67,670","67,670",0,6
5,14,,,,,,,◎일반수용비,,"60,220",,,6
5,15,,,,,,,○기본수용비,"9,000,000원","9,000",,,6
5,16,,,,,,,"○사업예산서, 예산안 및 부속서류 발간","45,000,000원","45,000",,,6
5,17,,,,,,,○투자심사자료 제작,"250,000원*4회","1,000",,,6
5,18,,,,,,,○용역심의자료 제작,"300,000원*5회","1,500",,,6
5,19,,,,,,,○현안사업계획서 제작,"500,000원*6회","3,000",,,6
5,20,,,,,,,○재정정보공개시스템 유지보수 용역,"60,000원*12월",720,,,6
5,21,,,,,,,◎운영수당,,"3,400",,,6
5,22,,,,,,,○지방재정계획심의위원회 참석수당,"100,000원*3명*2회",600,,,6
5,23,,,,,,,○투자심사위원회 참석수당,"100,000원*6명*3회","1,800",,,6
5,24,,,,,,,○용역심의위원회 참석수당,"100,000원*2명*3회",600,,,6
5,25,,,,,,,○통합재정안정화기금 심의위원회 참석       수당,"100,000원*4명*1회",400,,,6
5,26,,,,,,,◎특근자 급식,"9,000원*5명*90일","4,050",,,6
5,27,,,,,,202 여비,,,"4,800","4,800",0,5
5,28,,,,,,,01 국내여비,,"4,800","4,800",0,6
5,29,,,,,,,본예산,,"4,800","4,800",0,6
5,30,,,,,,,◎기본업무추진,"60,000원*5명*12월","3,600",,,6
5,31,,,,,,,◎예산 합동집무,"100,000원*1명*12월","1,200",,,6
5,32,,,,,,203 업무추진비,,,"10,000","10,000",0,5
5,33,,,,,,,03 시책추진업무추진비,,"10,000","10,000",0,6
5,34,,,,,,,본예산,,"10,000","10,000",0,6
5,35,,,,,,,◎지방재정 운영,"7,000,000원","7,000",,,6
5,36,,,,,,,◎예산확보 활동,"3,000,000원","3,000",,,6
5,37,,,,,,308 자치단체등이전,,,"104,599","102,756","1,843",5
5,38,,,,,,,13 공기관등에대한경상적위탁사업비,,"104,599","102,756","1,843",6
5,39,,,,,,,본예산,,"104,599","102,756","1,843",6
5,40,,,,,,,◎통합지방재정시스템 운영 및 유지관리     분담금(5등급),"104,599,000원","104,599",,,6
5,41,,,,,,403 자치단체등자본이전,,,"65,361","39,704","25,657",5
5,42,,,,,,,02 공기관등에대한자본적위탁사업비,,"65,361","39,704","25,657",6
5,43,,,,,,,본예산,,"65,361","39,704","25,657",6
5,44,,,,,,,◎통합지방재정 재해복구시스템 구축 분     담금(5등급),"65,361,000원","65,361",,,6
5,45,,,,지방보조금 지원,,,,,"27,000","27,000",0,3
5,47,,,,,,201 일반운영비,,,"26,000","26,000",0,5
6,10,,,,,,,본예산,,"26,000","26,000",0,6
6,11,,,,,,,◎지방보조금 심의자료 제작,"1,000,000원*6회","6,000",,,6
6,12,,,,,,,◎지방보조금관리위원회 참석수당,"100,000원*10명*8회","8,000",,,6
6,13,,,,,,,◎지방보조금 교육콘텐츠 운영관리,"12,000,000원","12,000",,,6
6,14,,,,,,301 일반보전금,,,"1,000","1,000",0,5
6,15,,,,,,,14 기타보상금,,"1,000","1,000",0,6
6,16,,,,,,,본예산,,"1,000","1,000",0,6
6,17,,,,,,,◎보조금 신고포상금,"1,000,000원","1,000",,,6
6,18,,,,주민참여예산제 운영,,,,,"32,700","32,700",0,3
6,19,,,,,,201 일반운영비,,,"32,700","32,700",0,5
6,20,,,,,,,01 사무관리비,,"22,700","22,700",0,6
6,21,,,,,,,본예산,,"22,700","22,700",0,6
6,22,,,,,,,◎일반운영비,,"5,700",,,6
6,23,,,,,,,○회의자료 제작,"600,000원*7회","4,200",,,6
6,24,,,,,,,○홍보물 제작,"1,500,000원","1,500",,,6
6,25,,,,,,,◎운영수당,,"17,000",,,6
6,26,,,,,,,○주민참여예산위원회 참석수당,"100,000원*35명*4회","14,000",,,6
6,27,,,,,,,○주민참여예산 민관협의회 참석수당,"100,000원*10명*3회","3,000",,,6
6,28,,,,,,,03 행사운영비,,"10,000","10,000",0,6
6,29,,,,,,,본예산,,"10,000","10,000",0,6
6,30,,,,,,,◎주민참여예산제 퍼실리테이터 활용,"10,000,000원","10,000",,,6
6,31,,,,군정시책업무추진 지원,,,,,"112,500","100,600","11,900",3
6,32,,,,,,201 일반운영비,,,"41,000","41,000",0,5
6,33,,,,,,,01 사무관리비,,"23,000","23,000",0,6
6,34,,,,,,,본예산,,"23,000","23,000",0,6
6,35,,,,,,,◎군정시책 현안업무(공통),"23,000,000원","23,000",,,6
6,36,,,,,,,03 행사운영비,,"18,000","18,000",0,6
6,37,,,,,,,본예산,,"18,000","18,000",0,6
6,38,,,,,,,◎군정시책 행사운영(공통),"18,000,000원","18,000",,,6
6,39,,,,,,203 업무추진비,,,"71,500","59,600","11,900",5
6,40,,,,,,,03 시책추진업무추진비,,"71,500","59,600","11,900",6
6,41,,,,,,,본예산,,"71,500","59,600","11,900",6
6,42,,,,,,,◎행정시책(부군수),"41,000,000원","41,000",,,6
6,43,,,,,,,◎군정시책 현안업무(공통),"30,500,000원","30,500",,,6
6,44,,감사기능 강화(일반공공행정/일반행정),,,,,,,"68,610","67,600","1,010",1
6,45,,,예방적·소통형 감사,,,,,,"68,610","67,600","1,010",2
6,46,,,,종합감사 및 자체감사,,,,,"66,750","65,740","1,010",3
6,48,,,,,,201 일반운영비,,,"41,550","41,550",0,5
7,10,,,,,,,본예산,,"39,550","39,550",0,6
7,11,,,,,,,◎기본수용비,"6,000,000원","6,000",,,6
7,12,,,,,,,◎청렴 시책 추진(청렴방송 제작 등),"3,000,000원","3,000",,,6
7,13,,,,,,,◎청렴 기관 조성(청렴 계단 및 통로 등),"3,000,000원","3,000",,,6
7,14,,,,,,,◎부패방지·청탁금지법 교육,,"4,500",,,6
7,15,,,,,,,○강사료,"1,000,000원*3회","3,000",,,6
7,16,,,,,,,○교육자료 및 홍보물 제작,"1,500,000원","1,500",,,6
7,17,,,,,,,◎사전 컨설팅감사 운영,"1,500,000원","1,500",,,6
7,18,,,,,,,◎부패방지경영시스템 인증 유지 심사수     수료,"10,000,000원","10,000",,,6
7,19,,,,,,,◎청렴 자가학습시스템 운영(청렴팝업),"7,500,000원","7,500",,,6
7,20,,,,,,,◎특근자 급식,"9,000원*5명*90일","4,050",,,6
7,21,,,,,,,02 공공운영비,,"2,000","2,000",0,6
7,22,,,,,,,본예산,,"2,000","2,000",0,6
7,23,,,,,,,◎민원조사 및 서한문 우편발송,"2,000,000원","2,000",,,6
7,24,,,,,,202 여비,,,"7,200","7,200",0,5
7,25,,,,,,,01 국내여비,,"7,200","7,200",0,6
7,26,,,,,,,본예산,,"7,200","7,200",0,6
7,27,,,,,,,◎기본업무추진,"100,000원*5명*12월","6,000",,,6
7,28,,,,,,,◎청렴 및 감사·감찰 등 업무추진,"100,000원*1명*12월","1,200",,,6
7,29,,,,,,203 업무추진비,,,"3,000","3,000",0,5
7,30,,,,,,,03 시책추진업무추진비,,"3,000","3,000",0,6
7,31,,,,,,,본예산,,"3,000","3,000",0,6
7,32,,,,,,,◎감사업무,"3,000,000원","3,000",,,6
7,33,,,,,,301 일반보전금,,,"1,000","1,000",0,5
7,34,,,,,,,14 기타보상금,,"1,000","1,000",0,6
7,35,,,,,,,본예산,,"1,000","1,000",0,6
7,36,,,,,,,◎부패신고 보상금,"1,000,000원","1,000",,,6
7,37,,,,,,308 자치단체등이전,,,"14,000","12,990","1,010",5
7,38,,,,,,,13 공기관등에대한경상적위탁사업비,,"14,000","12,990","1,010",6
7,39,,,,,,,본예산,,"14,000","12,990","1,010",6
7,40,,,,,,,◎청백e시스템 유지보수,"14,000,000원","14,000",,,6
7,41,,,,공직자 재산등록,,,,,"1,860","1,860",0,3
7,42,,,,,,201 일반운영비,,,"1,860","1,860",0,5
7,43,,,,,,,01 사무관리비,,"1,860","1,860",0,6
7,44,,,,,,,본예산,,"1,860","1,860",0,6
7,45,,,,,,,◎공직자 재산등록자료 조회(금융기관),"2,000원*60명*3건*1회",360,,,6
7,46,,,,,,,◎공직자윤리위원회 참석수당,"100,000원*5명*3회","1,500",,,6
8,10,,,,,,,,,"도             51,871",,,6
8,11,,,,,,,,,"군            156,404",,,6
8,12,,,자치입법역량 강화,,,,,,"117,370","121,570","△4,200",2
8,13,,,,자치법규 정비 및 법률정보 제공,,,,,"7,170","10,270","△3,100",3
8,14,,,,,,201 일반운영비,,,"5,170","7,470","△2,300",5
8,15,,,,,,,01 사무관리비,,"5,170","7,470","△2,300",6
8,16,,,,,,,본예산,,"5,170","7,470","△2,300",6
8,17,,,,,,,◎일반수용비,,"2,000",,,6
8,18,,,,,,,○법무 업무추진 기본수용비,"2,000,000원","2,000",,,6
8,19,,,,,,,◎운영수당,,200,,,6
8,20,,,,,,,○법제 및 소송교육 강사수당,"200,000원*1명*1회",200,,,6
8,21,,,,,,,◎법무 업무추진 특근자 급식,"9,000원*3명*90일","2,430",,,6
8,22,,,,,,,◎특근자 급식(공무직),"9,000원*1명*60일",540,,,6
8,23,,,,,,202 여비,,,"2,000","2,800",△800,5
8,24,,,,,,,01 국내여비,,"2,000","2,800",△800,6
8,25,,,,,,,본예산,,"2,000","2,800",△800,6
8,26,,,,,,,◎기본업무추진,"50,000원*2명*12월","1,200",,,6
8,27,,,,,,,◎국내여비(공무직),"50,000원*1명*8월",400,,,6
8,28,,,,,,,◎관외출장,"50,000원*1명*8월",400,,,6
8,29,,,,행정심판 및 소송 수행,,,,,"108,500","108,500",0,3
8,30,,,,,,201 일반운영비,,,"74,500","74,500",0,5
8,31,,,,,,,01 사무관리비,,"70,500","70,500",0,6
8,32,,,,,,,본예산,,"70,500","70,500",0,6
8,33,,,,,,,◎기관공통 변호사 선임료,"70,000,000원","70,000",,,6
8,34,,,,,,,◎등기 및 소송료,"500,000원",500,,,6
8,35,,,,,,,02 공공운영비,,"4,000","4,000",0,6
8,36,,,,,,,본예산,,"4,000","4,000",0,6
8,37,,,,,,,◎소송수행 송달료 및 인지대,"2,000,000원","2,000",,,6
8,38,,,,,,,◎공탁금 및 기타공과금,"2,000,000원","2,000",,,6
8,39,,,,,,301 일반보전금,,,"30,000","30,000",0,5
8,40,,,,,,,14 기타보상금,,"30,000","30,000",0,6
8,41,,,,,,,본예산,,"30,000","30,000",0,6
8,42,,,,,,,◎고문변호사 수당,"500,000원*5명*12월","30,000",,,6
8,43,,,,,,303 포상금,,,"4,000","4,000",0,5
8,44,,,,,,,01 포상금,,"4,000","4,000",0,6
8,45,,,,,,,본예산,,"4,000","4,000",0,6
8,46,,,,,,,◎소송수행 공무원 포상금,"4,000,000원","4,000",,,6
8,47,,,,불합리한 규제개선,,,,,"1,700","2,800","△1,100",3
8,48,,,,,,201 일반운영비,,,"1,700","2,800","△1,100",5
9,10,,,,,,,본예산,,"1,700","2,800","△1,100",6
9,11,,,,,,,"◎규제개혁 신고서, 배너, 책자 등 제작","10,000원*50부",500,,,6
9,12,,,,,,,◎규제개혁위원회 참석수당,"100,000원*6명*2회","1,200",,,6
9,13,,,생산적 통계활동,,,,,,"90,905","108,450","△17,545",2
9,14,,,,,,,,,"도             51,871",,,6
9,15,,,,,,,,,"군             39,034",,,6
9,16,,,,통계연보 발간,,,,,"5,000","6,000","△1,000",3
9,17,,,,,,201 일반운영비,,,"5,000","6,000","△1,000",5
9,18,,,,,,,01 사무관리비,,"5,000","6,000","△1,000",6
9,19,,,,,,,본예산,,"5,000","6,000","△1,000",6
9,20,,,,,,,◎일반수용비,"1,000,000원","1,000",,,6
9,21,,,,,,,◎통계연보 발간,"80,000원*50부","4,000",,,6
9,22,,,,충남사회조사,,,,,"65,250","63,263","1,987",3
9,23,,,,,,,,,"도             45,675",,,6
9,24,,,,,,,,,"군             19,575",,,6
9,25,,,,,,101 인건비,,,"18,246","17,797",449,5
9,26,,,,,,,,,"도             12,772",,,6
9,27,,,,,,,,,"군              5,474",,,6
9,28,,,,,,,04 기간제근로자등보수,,"18,246","17,797",449,6
9,29,,,,,,,,,"도             12,772",,,6
9,30,,,,,,,,,"군              5,474",,,6
9,31,,,,,,,본예산,,"18,246","17,797",449,6
9,32,,,,,,,,,"도             12,772",,,6
9,33,,,,,,,,,"군              5,474",,,6
9,34,,,,,,,"◎조사요원 인부임(관리자, 입력요원)","18,246,000원","18,246",,,6
9,35,,,,,,,,,"도             12,772",,,6
9,36,,,,,,,,,"군              5,474",,,6
9,37,,,,,,201 일반운영비,,,"46,604","45,066","1,538",5
9,38,,,,,,,,,"도             32,623",,,6
9,39,,,,,,,,,"군             13,981",,,6
9,40,,,,,,,01 사무관리비,,"46,604","45,066","1,538",6
9,41,,,,,,,,,"도             32,623",,,6
9,42,,,,,,,,,"군             13,981",,,6
9,43,,,,,,,본예산,,"46,604","45,066","1,538",6
9,44,,,,,,,,,"도             32,623",,,6
9,45,,,,,,,,,"군             13,981",,,6
9,46,,,,,,,◎조사원 수당,"41,280,000원","41,280",,,6
9,47,,,,,,,,,"도             28,896",,,6
9,48,,,,,,,,,"군             12,384",,,6
9,50,,,,,,,◎충남사회조사 일반수용비,"4,324,000원","4,324",,,6
10,10,,,,,,,,,"군              1,297",,,6
10,11,,,,,,,◎충남사회조사 교통비,"1,000,000원","1,000",,,6
10,12,,,,,,,,,도                700,,,6
10,13,,,,,,,,,군                300,,,6
10,14,,,,,,202 여비,,,400,400,0,5
10,15,,,,,,,,,도                280,,,6
10,16,,,,,,,,,군                120,,,6
10,17,,,,,,,01 국내여비,,400,400,0,6
10,18,,,,,,,,,도                280,,,6
10,19,,,,,,,,,군                120,,,6
10,20,,,,,,,본예산,,400,400,0,6
10,21,,,,,,,,,도                280,,,6
10,22,,,,,,,,,군                120,,,6
10,23,,,,,,,◎충남사회조사 업무추진,"400,000원",400,,,6
10,24,,,,,,,,,도                280,,,6
10,25,,,,,,,,,군                120,,,6
10,26,,,,경제총조사,,,,,"20,655",0,"20,655",3
10,27,,,,,,,,,"도              6,196",,,6
10,28,,,,,,,,,"군             14,459",,,6
10,29,,,,,,101 인건비,,,"8,848",0,"8,848",5
10,30,,,,,,,,,"도              2,654",,,6
10,31,,,,,,,,,"군              6,194",,,6
10,32,,,,,,,04 기간제근로자등보수,,"8,848",0,"8,848",6
10,33,,,,,,,,,"도              2,654",,,6
10,34,,,,,,,,,"군              6,194",,,6
10,35,,,,,,,본예산,,"8,848",0,"8,848",6
10,36,,,,,,,,,"도              2,654",,,6
10,37,,,,,,,,,"군              6,194",,,6
10,38,,,,,,,"◎조사요원 인부임 (관리자, 조사지원, 입     력내검)","7,937,000원","7,937",,,6
10,39,,,,,,,,,"도              2,381",,,6
10,40,,,,,,,,,"군              5,556",,,6
10,41,,,,,,,◎연금지급,"911,000원",911,,,6
10,42,,,,,,,,,도                273,,,6
10,43,,,,,,,,,군                638,,,6
10,44,,,,,,201 일반운영비,,,"11,807",0,"11,807",5
10,45,,,,,,,,,"도              3,542",,,6
10,46,,,,,,,,,"군              8,265",,,6
10,47,,,,,,,01 사무관리비,,"11,807",0,"11,807",6
10,48,,,,,,,,,"도              3,542",,,6
10,49,,,,,,,,,"군              8,265",,,6
10,51,,,,,,,본예산,,"11,807",0,"11,807",6
11,10,,,,,,,,,"군              8,265",,,6
11,11,,,,,,,◎도급조사원 수당,"11,807,000원","11,807",,,6
11,12,,,,,,,,,"도              3,542",,,6
11,13,,,,,,,,,"군              8,265",,,6
11,14,,행정운영경비(기획감사담당관)(기타/기타),,,,,,,"127,134","119,978","7,156",1
11,15,,,부서인력운영비,,,,,,"64,530","62,651","1,879",2
11,16,,,,부서인력운영비,,,,,"64,530","62,651","1,879",3
11,17,,,,,,101 인건비,,,"64,530","62,651","1,879",5
11,18,,,,,,,01 보수,,"64,530","62,651","1,879",6
11,19,,,,,,,본예산,,"64,530","62,651","1,879",6
11,20,,,,,,,◎시간외근무수당,"11,950원*18명*25시간*12월","64,530",,,6
11,21,,,기본경비,,,,,,"62,604","57,327","5,277",2
11,22,,,,기본경비,,,,,"62,604","57,327","5,277",3
11,23,,,,,,201 일반운영비,,,"22,704","22,872",△168,5
11,24,,,,,,,01 사무관리비,,"22,704","22,872",△168,6
11,25,,,,,,,본예산,,"22,704","22,872",△168,6
11,26,,,,,,,◎관서운영비,"5,904,000원","5,904",,,6
11,27,,,,,,,◎복합기 임차료,"400,000원*2대*12월","9,600",,,6
11,28,,,,,,,◎부군수 부속실 운영,"600,000원*12월","7,200",,,6
11,29,,,,,,203 업무추진비,,,"39,900","34,455","5,445",5
11,30,,,,,,,01 기관운영업무추진비,,"36,300","30,855","5,445",6
11,31,,,,,,,본예산,,"36,300","30,855","5,445",6
11,32,,,,,,,◎기관운영업무추진비,"36,300,000원","36,300",,,6
11,33,,,,,,,04 부서운영업무추진비,,"3,600","3,600",0,6
11,34,,,,,,,본예산,,"3,600","3,600",0,6
11,35,,,,,,,◎부서운영업무추진비,"300,000원*12월","3,600",,,6
11,36,,재무활동(기획감사담당관)(일반공공행정/재정ㆍ금융),,,,,,,"28,084,580","16,367,120","11,717,460",1
11,37,,,내부거래지출,,,,,,"28,084,580","16,367,120","11,717,460",2
11,38,,,,예수금 상환,,,,,"28,084,580","16,367,120","11,717,460",3
